user_pseudo_id,event_time,platform,action,action_group,source,medium,staytime,has_shared,revisit_count
user_027,2024-09-02 05:26:00,Web,進入首頁,其他,Facebook,CPC,26,0,0
user_044,2024-09-02 05:28:00,Android,瀏覽商品頁,商品資訊頁,Facebook,CPC,77,0,1
user_017,2024-09-02 05:30:00,Web,瀏覽商品頁,立即投保,Facebook,CPC,106,0,2
user_050,2024-09-02 05:32:00,Web,立即投保,其他,Facebook,Referral,93,1,5
user_023,2024-09-02 05:34:00,iOS,進入首頁,好康優惠,Facebook,Referral,76,0,3
user_041,2024-09-02 05:36:00,iOS,進入首頁,試算壽險方案,Email,Organic,53,1,1
user_035,2024-09-02 05:38:00,iOS,預約顧問,完成網路投保,Email,Organic,46,1,1
user_002,2024-09-02 05:40:00,Web,預約顧問,保存與分享試算結果,Facebook,Organic,86,0,3
user_010,2024-09-02 05:42:00,Web,保存試算結果,其他,Google,Referral,113,1,2
user_023,2024-09-02 05:44:00,Android,進入試算,其他,Email,Referral,6,1,4
user_033,2024-09-02 05:46:00,Android,完成投保,立即投保,Google,Referral,30,1,0
user_027,2024-09-02 05:48:00,Web,保存試算結果,挑選預約顧問,Facebook,Organic,80,0,1
user_046,2024-09-02 05:50:00,Android,進入首頁,挑選預約顧問,Email,CPC,15,1,0
user_046,2024-09-02 05:52:00,iOS,點擊優惠,立即投保,Facebook,Organic,65,1,3
user_012,2024-09-02 05:54:00,Web,進入首頁,完成網路投保,Email,CPC,33,1,3
user_043,2024-09-02 05:56:00,iOS,檢視試算結果,挑選預約顧問,Facebook,Referral,72,1,4
user_020,2024-09-02 05:58:00,iOS,完成投保,完成網路投保,Email,CPC,28,1,4
user_027,2024-09-02 06:00:00,iOS,完成投保,試算壽險方案,Google,Referral,44,0,0
user_016,2024-09-02 06:02:00,Web,點擊優惠,完成網路投保,Google,CPC,55,0,2
user_021,2024-09-02 06:04:00,Android,瀏覽商品頁,完成網路投保,Direct,Referral,7,0,1
user_027,2024-09-02 06:06:00,Web,預約顧問,完成網路投保,Direct,Referral,111,1,5
user_029,2024-09-02 06:08:00,iOS,保存試算結果,保存與分享試算結果,Email,Organic,83,1,5
user_029,2024-09-02 06:10:00,Android,進入首頁,其他,Google,Referral,29,1,0
user_025,2024-09-02 06:12:00,iOS,點擊優惠,立即投保,Email,Referral,81,1,3
user_031,2024-09-02 06:14:00,Android,立即投保,商品資訊頁,Direct,Organic,89,1,0
user_049,2024-09-02 06:16:00,iOS,預約顧問,完成網路投保,Direct,CPC,83,1,5
user_007,2024-09-02 06:18:00,Android,保存試算結果,挑選預約顧問,Google,CPC,79,1,3
user_001,2024-09-02 06:20:00,Web,進入試算,保存與分享試算結果,Direct,Organic,26,1,0
user_023,2024-09-02 06:22:00,Web,立即投保,商品資訊頁,Direct,Organic,18,1,4
user_019,2024-09-02 06:24:00,iOS,點擊優惠,試算壽險方案,Google,CPC,59,1,0
user_044,2024-09-02 06:26:00,Android,進入試算,商品資訊頁,Direct,Organic,44,0,5
user_039,2024-09-02 06:28:00,Android,檢視試算結果,挑選預約顧問,Direct,CPC,12,0,0
user_045,2024-09-02 06:30:00,iOS,點擊優惠,立即投保,Direct,Referral,101,1,5
user_014,2024-09-02 06:32:00,Web,完成投保,完成網路投保,Direct,CPC,36,1,4
user_049,2024-09-02 06:34:00,iOS,進入首頁,試算壽險方案,Email,Organic,14,1,3
user_006,2024-09-02 06:36:00,Android,立即投保,我的保險試算結果,Google,CPC,103,0,4
user_038,2024-09-02 06:38:00,iOS,瀏覽商品頁,挑選預約顧問,Facebook,Referral,113,0,3
user_009,2024-09-02 06:40:00,Web,進入首頁,保存與分享試算結果,Direct,Organic,38,1,2
user_027,2024-09-02 06:42:00,iOS,檢視試算結果,保存與分享試算結果,Facebook,CPC,34,0,5
user_027,2024-09-02 06:44:00,iOS,進入試算,商品資訊頁,Facebook,Referral,83,0,1
user_043,2024-09-02 06:46:00,Android,進入試算,保存與分享試算結果,Google,Referral,28,0,2
user_021,2024-09-02 06:48:00,Web,完成投保,我的保險試算結果,Direct,Organic,103,0,5
user_020,2024-09-02 06:50:00,Web,預約顧問,商品資訊頁,Google,Referral,84,1,3
user_014,2024-09-02 06:52:00,Web,進入首頁,其他,Google,Organic,11,0,2
user_026,2024-09-02 06:54:00,iOS,預約顧問,立即投保,Direct,Organic,46,1,2
user_036,2024-09-02 06:56:00,Android,完成投保,保存與分享試算結果,Facebook,Referral,59,0,3
user_025,2024-09-02 06:58:00,iOS,瀏覽商品頁,挑選預約顧問,Google,Referral,11,0,3
user_025,2024-09-02 07:00:00,iOS,進入試算,其他,Facebook,Organic,21,1,2
user_026,2024-09-02 07:02:00,Android,點擊優惠,完成網路投保,Facebook,Referral,76,0,5
user_028,2024-09-02 07:04:00,Web,完成投保,試算壽險方案,Email,Referral,100,0,1
user_007,2024-09-02 07:06:00,Web,保存試算結果,商品資訊頁,Email,Referral,112,1,5
user_014,2024-09-02 07:08:00,Android,進入首頁,挑選預約顧問,Direct,Organic,71,0,4
user_045,2024-09-02 07:10:00,iOS,完成投保,其他,Email,CPC,59,0,1
user_027,2024-09-02 07:12:00,Android,保存試算結果,其他,Email,Organic,45,1,0
user_025,2024-09-02 07:14:00,iOS,進入首頁,保存與分享試算結果,Email,Referral,74,0,1
user_043,2024-09-02 07:16:00,Android,保存試算結果,我的保險試算結果,Google,CPC,45,0,4
user_017,2024-09-02 07:18:00,Web,進入首頁,保存與分享試算結果,Email,Organic,73,0,0
user_028,2024-09-02 07:20:00,Web,完成投保,其他,Google,Referral,56,0,4
user_021,2024-09-02 07:22:00,Android,完成投保,其他,Facebook,Organic,90,1,3
user_020,2024-09-02 07:24:00,Android,立即投保,完成網路投保,Google,CPC,91,0,1
user_011,2024-09-02 07:26:00,Web,瀏覽商品頁,好康優惠,Email,Organic,14,0,5
user_028,2024-09-02 07:28:00,Web,檢視試算結果,試算壽險方案,Email,CPC,63,0,3
user_035,2024-09-02 07:30:00,iOS,點擊優惠,其他,Google,CPC,43,1,3
user_039,2024-09-02 07:32:00,Android,點擊優惠,商品資訊頁,Google,CPC,65,0,0
user_043,2024-09-02 07:34:00,iOS,檢視試算結果,商品資訊頁,Direct,CPC,34,0,3
user_037,2024-09-02 07:36:00,Android,檢視試算結果,我的保險試算結果,Google,Organic,77,1,3
user_034,2024-09-02 07:38:00,Android,檢視試算結果,試算壽險方案,Email,Referral,75,1,3
user_022,2024-09-02 07:40:00,Web,進入首頁,試算壽險方案,Google,CPC,86,1,3
user_004,2024-09-02 07:42:00,iOS,檢視試算結果,立即投保,Direct,Organic,62,0,1
user_029,2024-09-02 07:44:00,iOS,瀏覽商品頁,保存與分享試算結果,Direct,Referral,20,0,4
user_006,2024-09-02 07:46:00,iOS,進入試算,其他,Email,Referral,50,0,5
user_035,2024-09-02 07:48:00,Android,保存試算結果,立即投保,Direct,Referral,14,1,4
user_050,2024-09-02 07:50:00,iOS,瀏覽商品頁,挑選預約顧問,Email,CPC,71,1,3
user_009,2024-09-02 07:52:00,iOS,保存試算結果,商品資訊頁,Direct,CPC,97,0,5
user_025,2024-09-02 07:54:00,Android,進入試算,好康優惠,Email,CPC,94,1,1
user_025,2024-09-02 07:56:00,iOS,點擊優惠,其他,Direct,Referral,111,1,2
user_005,2024-09-02 07:58:00,iOS,點擊優惠,挑選預約顧問,Facebook,Organic,108,1,4
user_043,2024-09-02 08:00:00,Android,點擊優惠,試算壽險方案,Direct,Organic,28,1,0
user_021,2024-09-02 08:02:00,Android,進入試算,挑選預約顧問,Direct,Organic,22,1,1
user_023,2024-09-02 08:04:00,Web,立即投保,立即投保,Facebook,Referral,36,1,2
user_017,2024-09-02 08:06:00,Android,點擊優惠,完成網路投保,Google,Organic,86,0,3
user_011,2024-09-02 08:08:00,iOS,立即投保,立即投保,Direct,CPC,8,0,4
user_030,2024-09-02 08:10:00,Web,保存試算結果,我的保險試算結果,Direct,CPC,82,1,0
user_004,2024-09-02 08:12:00,iOS,完成投保,立即投保,Email,CPC,42,1,4
user_021,2024-09-02 08:14:00,Android,保存試算結果,試算壽險方案,Google,CPC,56,0,4
user_048,2024-09-02 08:16:00,iOS,立即投保,我的保險試算結果,Google,Referral,31,0,3
user_046,2024-09-02 08:18:00,Web,立即投保,保存與分享試算結果,Facebook,Referral,117,0,5
user_009,2024-09-02 08:20:00,Web,點擊優惠,我的保險試算結果,Google,CPC,40,1,3
user_005,2024-09-02 08:22:00,Web,保存試算結果,其他,Facebook,CPC,40,0,1
user_020,2024-09-02 08:24:00,iOS,瀏覽商品頁,立即投保,Email,Organic,120,0,4
user_026,2024-09-02 08:26:00,iOS,保存試算結果,保存與分享試算結果,Facebook,Organic,71,1,3
user_030,2024-09-02 08:28:00,iOS,完成投保,我的保險試算結果,Facebook,CPC,84,1,1
user_046,2024-09-02 08:30:00,Android,進入首頁,商品資訊頁,Email,Organic,42,1,2
user_043,2024-09-02 08:32:00,iOS,完成投保,挑選預約顧問,Direct,CPC,112,1,0
user_033,2024-09-02 08:34:00,Android,預約顧問,好康優惠,Facebook,Referral,103,0,2
user_043,2024-09-02 08:36:00,Web,進入試算,保存與分享試算結果,Email,Referral,20,1,2
user_003,2024-09-02 08:38:00,iOS,檢視試算結果,好康優惠,Google,CPC,28,1,2
user_014,2024-09-02 08:40:00,Android,完成投保,我的保險試算結果,Google,Organic,5,0,3
user_013,2024-09-02 08:42:00,Android,點擊優惠,保存與分享試算結果,Google,Organic,49,1,3
user_035,2024-09-02 08:44:00,iOS,保存試算結果,好康優惠,Direct,Referral,8,0,0
user_012,2024-09-02 08:46:00,Web,保存試算結果,立即投保,Facebook,CPC,13,0,3
user_040,2024-09-02 08:48:00,Web,進入首頁,立即投保,Email,Organic,72,0,5
user_046,2024-09-02 08:50:00,iOS,點擊優惠,完成網路投保,Google,CPC,97,1,4
user_002,2024-09-02 08:52:00,iOS,點擊優惠,試算壽險方案,Direct,Organic,108,1,4
user_048,2024-09-02 08:54:00,Web,預約顧問,挑選預約顧問,Google,Organic,65,1,1
user_040,2024-09-02 08:56:00,Android,保存試算結果,保存與分享試算結果,Facebook,Referral,54,1,2
user_024,2024-09-02 08:58:00,Android,保存試算結果,試算壽險方案,Facebook,CPC,67,1,2
user_008,2024-09-02 09:00:00,Android,保存試算結果,其他,Google,CPC,16,1,0
user_005,2024-09-02 09:02:00,Web,檢視試算結果,完成網路投保,Google,Organic,22,0,3
user_010,2024-09-02 09:04:00,Web,瀏覽商品頁,試算壽險方案,Facebook,Referral,57,0,1
user_006,2024-09-02 09:06:00,Android,保存試算結果,試算壽險方案,Facebook,Referral,67,0,3
user_018,2024-09-02 09:08:00,Web,進入試算,完成網路投保,Facebook,CPC,80,1,3
user_020,2024-09-02 09:10:00,Android,進入試算,完成網路投保,Google,Referral,52,1,3
user_038,2024-09-02 09:12:00,iOS,進入首頁,好康優惠,Direct,Organic,115,0,5
user_022,2024-09-02 09:14:00,iOS,立即投保,立即投保,Direct,CPC,11,1,0
user_034,2024-09-02 09:16:00,iOS,完成投保,試算壽險方案,Google,CPC,53,0,0
user_017,2024-09-02 09:18:00,Android,檢視試算結果,挑選預約顧問,Facebook,Referral,21,1,0
user_007,2024-09-02 09:20:00,iOS,進入試算,完成網路投保,Facebook,Referral,39,1,4
user_008,2024-09-02 09:22:00,Android,立即投保,完成網路投保,Email,CPC,45,1,3
user_003,2024-09-02 09:24:00,Android,預約顧問,商品資訊頁,Facebook,Referral,72,0,5
user_039,2024-09-02 09:26:00,iOS,保存試算結果,保存與分享試算結果,Facebook,Organic,48,1,5
user_021,2024-09-02 09:28:00,iOS,瀏覽商品頁,試算壽險方案,Direct,Organic,19,0,1
user_029,2024-09-02 09:30:00,iOS,完成投保,其他,Facebook,Referral,73,1,0
user_002,2024-09-02 09:32:00,Android,立即投保,挑選預約顧問,Facebook,Organic,73,1,5
user_002,2024-09-02 09:34:00,Android,立即投保,挑選預約顧問,Facebook,Organic,98,1,1
user_021,2024-09-02 09:36:00,iOS,預約顧問,我的保險試算結果,Email,Referral,41,0,0
user_033,2024-09-02 09:38:00,Android,檢視試算結果,商品資訊頁,Google,Organic,107,0,1
user_002,2024-09-02 09:40:00,iOS,預約顧問,立即投保,Direct,CPC,36,0,3
user_046,2024-09-02 09:42:00,iOS,點擊優惠,我的保險試算結果,Facebook,Organic,34,1,3
user_040,2024-09-02 09:44:00,iOS,進入試算,好康優惠,Direct,CPC,80,0,2
user_043,2024-09-02 09:46:00,Android,進入首頁,我的保險試算結果,Email,Organic,92,0,0
user_017,2024-09-02 09:48:00,iOS,完成投保,好康優惠,Google,Organic,105,1,1
user_013,2024-09-02 09:50:00,iOS,點擊優惠,挑選預約顧問,Facebook,CPC,75,1,0
user_050,2024-09-02 09:52:00,iOS,瀏覽商品頁,我的保險試算結果,Email,Organic,112,1,0
user_036,2024-09-02 09:54:00,iOS,瀏覽商品頁,立即投保,Email,Referral,102,1,2
user_050,2024-09-02 09:56:00,Web,預約顧問,挑選預約顧問,Direct,Referral,49,1,3
user_047,2024-09-02 09:58:00,Web,進入試算,試算壽險方案,Direct,CPC,102,1,0
user_039,2024-09-02 10:00:00,iOS,點擊優惠,我的保險試算結果,Facebook,Organic,85,0,2
user_023,2024-09-02 10:02:00,iOS,檢視試算結果,其他,Email,Organic,97,0,4
user_013,2024-09-02 10:04:00,Web,進入首頁,立即投保,Facebook,CPC,55,0,2
user_017,2024-09-02 10:06:00,Android,點擊優惠,我的保險試算結果,Facebook,Organic,63,0,3
user_003,2024-09-02 10:08:00,iOS,進入試算,商品資訊頁,Email,Organic,83,0,1
user_039,2024-09-02 10:10:00,Web,進入試算,我的保險試算結果,Facebook,CPC,94,0,5
user_012,2024-09-02 10:12:00,Web,保存試算結果,保存與分享試算結果,Direct,Referral,96,0,0
user_030,2024-09-02 10:14:00,Android,點擊優惠,商品資訊頁,Email,Organic,101,1,5
user_033,2024-09-02 10:16:00,iOS,完成投保,好康優惠,Facebook,Organic,88,1,4
user_005,2024-09-02 10:18:00,Android,進入首頁,保存與分享試算結果,Email,CPC,115,0,1
user_006,2024-09-02 10:20:00,Android,瀏覽商品頁,完成網路投保,Direct,Organic,83,0,4
user_030,2024-09-02 10:22:00,Android,保存試算結果,其他,Facebook,Referral,73,0,0
user_031,2024-09-02 10:24:00,Web,進入試算,商品資訊頁,Direct,Organic,21,0,1
user_026,2024-09-02 10:26:00,iOS,立即投保,挑選預約顧問,Facebook,Referral,66,0,0
user_044,2024-09-02 10:28:00,iOS,進入首頁,挑選預約顧問,Direct,Organic,60,1,0
user_002,2024-09-02 10:30:00,Web,立即投保,保存與分享試算結果,Facebook,CPC,11,0,4
user_004,2024-09-02 10:32:00,iOS,點擊優惠,商品資訊頁,Email,Referral,13,0,4
user_031,2024-09-02 10:34:00,Android,進入試算,完成網路投保,Email,CPC,10,1,5
user_010,2024-09-02 10:36:00,iOS,完成投保,試算壽險方案,Direct,Organic,8,0,1
user_032,2024-09-02 10:38:00,Web,瀏覽商品頁,完成網路投保,Google,Referral,42,1,3
user_027,2024-09-02 10:40:00,iOS,進入試算,立即投保,Facebook,Organic,32,1,1
user_022,2024-09-02 10:42:00,Web,立即投保,完成網路投保,Direct,Organic,53,0,2
user_009,2024-09-02 10:44:00,Android,點擊優惠,我的保險試算結果,Facebook,Referral,34,0,2
user_007,2024-09-02 10:46:00,Android,預約顧問,立即投保,Direct,Organic,118,1,2
user_046,2024-09-02 10:48:00,Android,立即投保,我的保險試算結果,Google,Organic,29,1,1
user_021,2024-09-02 10:50:00,iOS,檢視試算結果,保存與分享試算結果,Facebook,Organic,54,1,1
user_026,2024-09-02 10:52:00,Web,立即投保,商品資訊頁,Google,Organic,53,1,2
user_006,2024-09-02 10:54:00,iOS,進入試算,其他,Direct,Referral,48,1,1
user_026,2024-09-02 10:56:00,Android,檢視試算結果,我的保險試算結果,Direct,Organic,68,1,3
user_035,2024-09-02 10:58:00,Web,進入首頁,商品資訊頁,Facebook,Organic,104,0,3
user_012,2024-09-02 11:00:00,Android,完成投保,其他,Direct,CPC,52,1,0
user_039,2024-09-02 11:02:00,Android,點擊優惠,其他,Google,CPC,62,1,1
user_048,2024-09-02 11:04:00,Android,完成投保,我的保險試算結果,Direct,CPC,45,1,3
user_009,2024-09-02 11:06:00,iOS,進入首頁,挑選預約顧問,Facebook,Organic,57,1,2
user_018,2024-09-02 11:08:00,Web,檢視試算結果,完成網路投保,Facebook,Organic,21,0,1
user_027,2024-09-02 11:10:00,Android,完成投保,試算壽險方案,Google,CPC,8,1,0
user_031,2024-09-02 11:12:00,Android,檢視試算結果,商品資訊頁,Email,Organic,16,1,0
user_039,2024-09-02 11:14:00,Web,檢視試算結果,試算壽險方案,Google,Referral,114,0,2
user_035,2024-09-02 11:16:00,Web,瀏覽商品頁,好康優惠,Email,CPC,62,1,3
user_003,2024-09-02 11:18:00,iOS,檢視試算結果,試算壽險方案,Email,Organic,100,1,2
user_021,2024-09-02 11:20:00,Android,完成投保,商品資訊頁,Google,Referral,66,1,0
user_031,2024-09-02 11:22:00,Web,完成投保,完成網路投保,Google,Referral,65,1,1
user_019,2024-09-02 11:24:00,iOS,進入首頁,挑選預約顧問,Facebook,CPC,108,0,1
user_008,2024-09-02 11:26:00,Web,立即投保,挑選預約顧問,Google,Referral,78,0,4
user_010,2024-09-02 11:28:00,Android,進入試算,挑選預約顧問,Google,CPC,111,1,0
user_043,2024-09-02 11:30:00,Web,進入試算,立即投保,Email,CPC,38,1,0
user_017,2024-09-02 11:32:00,Web,進入試算,試算壽險方案,Email,Referral,62,0,4
user_034,2024-09-02 11:34:00,iOS,瀏覽商品頁,完成網路投保,Facebook,Referral,59,1,5
user_015,2024-09-02 11:36:00,iOS,保存試算結果,我的保險試算結果,Direct,Referral,104,1,4
user_039,2024-09-02 11:38:00,iOS,檢視試算結果,好康優惠,Direct,Referral,41,0,1
user_032,2024-09-02 11:40:00,Android,進入首頁,好康優惠,Direct,Referral,119,0,1
user_041,2024-09-02 11:42:00,Web,保存試算結果,挑選預約顧問,Google,Organic,63,0,3
user_047,2024-09-02 11:44:00,Web,完成投保,立即投保,Google,CPC,109,0,3
user_030,2024-09-02 11:46:00,iOS,完成投保,完成網路投保,Facebook,Referral,87,1,5
user_032,2024-09-02 11:48:00,Android,進入首頁,好康優惠,Direct,Referral,54,0,1
user_011,2024-09-02 11:50:00,Web,瀏覽商品頁,挑選預約顧問,Email,CPC,15,0,3
user_005,2024-09-02 11:52:00,iOS,預約顧問,挑選預約顧問,Google,Organic,34,0,2
user_029,2024-09-02 11:54:00,iOS,完成投保,其他,Facebook,Referral,72,0,0
user_047,2024-09-02 11:56:00,Web,立即投保,挑選預約顧問,Google,Organic,9,0,3
user_019,2024-09-02 11:58:00,Web,進入首頁,試算壽險方案,Email,CPC,81,0,1
user_029,2024-09-02 12:00:00,iOS,預約顧問,好康優惠,Google,Organic,9,1,3
user_050,2024-09-02 12:02:00,iOS,進入試算,好康優惠,Email,CPC,31,1,2
user_025,2024-09-02 12:04:00,Android,預約顧問,挑選預約顧問,Facebook,CPC,110,0,0
user_038,2024-09-02 12:06:00,Android,完成投保,保存與分享試算結果,Email,Organic,42,0,2
user_026,2024-09-02 12:08:00,Android,點擊優惠,立即投保,Google,Referral,82,0,2
user_007,2024-09-02 12:10:00,Android,檢視試算結果,我的保險試算結果,Google,Organic,97,1,1
user_010,2024-09-02 12:12:00,Web,預約顧問,試算壽險方案,Google,CPC,116,1,3
user_035,2024-09-02 12:14:00,Android,進入試算,試算壽險方案,Email,CPC,40,1,3
user_013,2024-09-02 12:16:00,Web,進入首頁,我的保險試算結果,Google,Organic,91,0,4
user_015,2024-09-02 12:18:00,Web,立即投保,試算壽險方案,Email,Organic,50,0,0
user_031,2024-09-02 12:20:00,Web,檢視試算結果,我的保險試算結果,Google,Organic,15,0,3
user_021,2024-09-02 12:22:00,Web,瀏覽商品頁,完成網路投保,Email,Referral,45,0,4
user_026,2024-09-02 12:24:00,Android,點擊優惠,其他,Direct,Organic,59,0,3
user_010,2024-09-02 12:26:00,Web,預約顧問,保存與分享試算結果,Facebook,CPC,102,0,3
user_002,2024-09-02 12:28:00,iOS,保存試算結果,好康優惠,Direct,Organic,108,1,5
user_012,2024-09-02 12:30:00,iOS,完成投保,保存與分享試算結果,Google,CPC,6,1,4
user_006,2024-09-02 12:32:00,Android,預約顧問,商品資訊頁,Facebook,CPC,118,1,4
user_035,2024-09-02 12:34:00,iOS,點擊優惠,挑選預約顧問,Direct,CPC,60,0,1
user_034,2024-09-02 12:36:00,Android,進入試算,保存與分享試算結果,Email,Referral,92,1,0
user_030,2024-09-02 12:38:00,Android,瀏覽商品頁,完成網路投保,Direct,CPC,73,0,3
user_003,2024-09-02 12:40:00,iOS,預約顧問,挑選預約顧問,Email,CPC,6,1,3
user_028,2024-09-02 12:42:00,Android,預約顧問,立即投保,Facebook,Referral,57,0,0
user_025,2024-09-02 12:44:00,Web,點擊優惠,好康優惠,Facebook,Referral,12,0,5
user_007,2024-09-02 12:46:00,iOS,進入首頁,好康優惠,Email,Referral,6,1,3
user_011,2024-09-02 12:48:00,Web,完成投保,立即投保,Facebook,Organic,84,1,0
user_027,2024-09-02 12:50:00,Android,進入首頁,挑選預約顧問,Direct,CPC,90,1,0
user_005,2024-09-02 12:52:00,Android,進入試算,挑選預約顧問,Facebook,Organic,48,1,3
user_035,2024-09-02 12:54:00,Web,瀏覽商品頁,立即投保,Facebook,Referral,66,1,1
user_005,2024-09-02 12:56:00,iOS,立即投保,試算壽險方案,Facebook,CPC,97,0,1
user_013,2024-09-02 12:58:00,Web,保存試算結果,保存與分享試算結果,Facebook,CPC,35,1,2
user_036,2024-09-02 13:00:00,iOS,檢視試算結果,商品資訊頁,Facebook,Referral,21,1,2
user_022,2024-09-02 13:02:00,Web,進入試算,立即投保,Email,CPC,35,0,1
user_036,2024-09-02 13:04:00,iOS,進入試算,商品資訊頁,Facebook,Referral,39,0,0
user_040,2024-09-02 13:06:00,Web,點擊優惠,挑選預約顧問,Facebook,Referral,84,0,4
user_021,2024-09-02 13:08:00,Android,預約顧問,立即投保,Email,CPC,71,1,4
user_016,2024-09-02 13:10:00,iOS,進入首頁,立即投保,Direct,Organic,42,0,3
user_017,2024-09-02 13:12:00,iOS,立即投保,其他,Facebook,CPC,75,0,1
user_009,2024-09-02 13:14:00,Android,保存試算結果,立即投保,Facebook,CPC,55,0,3
user_020,2024-09-02 13:16:00,Android,立即投保,其他,Direct,Referral,35,1,2
user_046,2024-09-02 13:18:00,Web,檢視試算結果,商品資訊頁,Direct,Referral,98,0,0
user_044,2024-09-02 13:20:00,Android,進入首頁,好康優惠,Facebook,Referral,30,1,1
user_010,2024-09-02 13:22:00,Android,瀏覽商品頁,好康優惠,Facebook,Referral,11,1,2
user_035,2024-09-02 13:24:00,iOS,保存試算結果,我的保險試算結果,Direct,Referral,58,1,5
user_002,2024-09-02 13:26:00,iOS,保存試算結果,試算壽險方案,Direct,Referral,76,1,5
user_035,2024-09-02 13:28:00,Android,完成投保,其他,Direct,CPC,110,0,5
user_007,2024-09-02 13:30:00,Android,立即投保,商品資訊頁,Direct,Referral,56,1,4
user_033,2024-09-02 13:32:00,Android,保存試算結果,挑選預約顧問,Direct,Referral,28,0,2
user_001,2024-09-02 13:34:00,iOS,進入試算,好康優惠,Google,Referral,79,0,0
user_036,2024-09-02 13:36:00,Web,瀏覽商品頁,試算壽險方案,Email,CPC,12,1,5
user_016,2024-09-02 13:38:00,Web,進入試算,立即投保,Email,Referral,101,1,3
user_043,2024-09-02 13:40:00,Android,保存試算結果,其他,Google,CPC,117,1,1
user_034,2024-09-02 13:42:00,iOS,完成投保,我的保險試算結果,Email,Referral,94,1,5
user_003,2024-09-02 13:44:00,Android,檢視試算結果,試算壽險方案,Direct,Referral,45,1,5
user_048,2024-09-02 13:46:00,iOS,完成投保,試算壽險方案,Email,Referral,86,1,4
user_045,2024-09-02 13:48:00,Android,完成投保,試算壽險方案,Facebook,CPC,120,0,3
user_007,2024-09-02 13:50:00,Web,預約顧問,商品資訊頁,Facebook,Referral,106,1,0
user_021,2024-09-02 13:52:00,iOS,瀏覽商品頁,商品資訊頁,Direct,Referral,41,0,3
user_010,2024-09-02 13:54:00,Android,完成投保,立即投保,Google,CPC,64,0,4
user_011,2024-09-02 13:56:00,Web,進入試算,挑選預約顧問,Email,CPC,15,0,0
user_003,2024-09-02 13:58:00,iOS,點擊優惠,商品資訊頁,Email,Organic,51,1,1
user_039,2024-09-02 14:00:00,Android,保存試算結果,商品資訊頁,Facebook,Referral,103,1,5
user_029,2024-09-02 14:02:00,iOS,進入試算,保存與分享試算結果,Facebook,CPC,35,1,4
user_046,2024-09-02 14:04:00,Web,進入首頁,立即投保,Email,Referral,46,1,3
user_035,2024-09-02 14:06:00,iOS,檢視試算結果,立即投保,Facebook,Referral,27,1,4
user_033,2024-09-02 14:08:00,Web,進入試算,好康優惠,Direct,Organic,42,0,5
user_001,2024-09-02 14:10:00,Web,完成投保,挑選預約顧問,Google,CPC,83,0,1
user_011,2024-09-02 14:12:00,Web,進入首頁,其他,Email,Organic,106,0,4
user_008,2024-09-02 14:14:00,iOS,預約顧問,其他,Facebook,Organic,45,0,2
user_021,2024-09-02 14:16:00,Web,完成投保,試算壽險方案,Email,CPC,33,0,1
user_028,2024-09-02 14:18:00,Web,檢視試算結果,我的保險試算結果,Email,Referral,47,1,4
user_041,2024-09-02 14:20:00,Web,保存試算結果,挑選預約顧問,Direct,Referral,116,1,3
user_036,2024-09-02 14:22:00,Android,瀏覽商品頁,好康優惠,Email,Referral,33,1,5
user_039,2024-09-02 14:24:00,Web,立即投保,其他,Google,Organic,20,0,2
user_019,2024-09-02 14:26:00,Web,進入試算,立即投保,Email,Referral,90,0,0
user_043,2024-09-02 14:28:00,iOS,預約顧問,我的保險試算結果,Google,Referral,8,0,5
user_029,2024-09-02 14:30:00,iOS,立即投保,商品資訊頁,Email,CPC,105,0,2
user_026,2024-09-02 14:32:00,Web,保存試算結果,商品資訊頁,Email,CPC,50,0,2
user_012,2024-09-02 14:34:00,iOS,點擊優惠,保存與分享試算結果,Facebook,Referral,56,1,0
user_001,2024-09-02 14:36:00,Web,立即投保,完成網路投保,Facebook,Organic,59,0,4
user_014,2024-09-02 14:38:00,Android,進入試算,完成網路投保,Facebook,Organic,80,1,5
user_032,2024-09-02 14:40:00,Web,立即投保,保存與分享試算結果,Google,Organic,43,1,4
user_013,2024-09-02 14:42:00,Android,保存試算結果,商品資訊頁,Facebook,CPC,30,1,5
user_032,2024-09-02 14:44:00,Android,立即投保,好康優惠,Direct,Organic,6,1,1
user_040,2024-09-02 14:46:00,iOS,保存試算結果,完成網路投保,Facebook,CPC,61,0,1
user_026,2024-09-02 14:48:00,Android,保存試算結果,挑選預約顧問,Facebook,CPC,59,0,0
user_028,2024-09-02 14:50:00,Android,立即投保,完成網路投保,Email,Organic,56,0,1
user_045,2024-09-02 14:52:00,Web,預約顧問,立即投保,Google,Organic,112,0,1
user_010,2024-09-02 14:54:00,iOS,瀏覽商品頁,立即投保,Email,Organic,74,1,2
user_050,2024-09-02 14:56:00,iOS,立即投保,我的保險試算結果,Facebook,CPC,81,1,4
user_046,2024-09-02 14:58:00,Android,立即投保,商品資訊頁,Email,CPC,46,1,4
user_010,2024-09-02 15:00:00,iOS,點擊優惠,我的保險試算結果,Facebook,Referral,72,0,2
user_003,2024-09-02 15:02:00,iOS,立即投保,其他,Email,Referral,76,1,0
user_041,2024-09-02 15:04:00,Android,檢視試算結果,保存與分享試算結果,Google,Referral,48,0,4
user_037,2024-09-02 15:06:00,Android,完成投保,挑選預約顧問,Email,Organic,20,0,5
